
02:14:18.215| ====== starting level 1: 'levels/maps/mainmenu'  ======

02:14:32.729| ====== starting level 2: 'levels/maps/hangar'  ======
02:15:24.472| ====== TestDrive started ======
02:15:27.343| Damage. Victim: Cabin_Bell_Uh1_Oracle, attacker: _ZeRon_             , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 1.94 DMG_ENERGY|CONTINUOUS
02:33:19.916| Damage. Victim: Steven              , attacker: Baddas_Psycho       , weapon 'CarPart_Gun_Cannon_rare', damage: 14.30 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:33:19.916| Damage. Victim: Steven              , attacker: Baddas_Psycho       , weapon 'CarPart_Gun_Cannon_rare', damage: 8.82 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:33:19.916| Damage. Victim: Prepodovatel_X      , attacker: soulportal          , weapon 'CarPart_TurretDeployer_Preepic', damage: 11.20 DMG_DIRECT
02:33:20.003| Damage. Victim: Steven              , attacker: Baddas_Psycho       , weapon 'CarPart_Gun_CloseCombatCannon', damage: 63.96 DMG_DIRECT|HUD_IMPORTANT
02:33:20.099| Damage. Victim: Prepodovatel_X      , attacker: soulportal          , weapon 'CarPart_TurretDeployer_Preepic', damage: 11.20 DMG_DIRECT
02:33:20.219| Damage. Victim: Steven              , attacker: Baddas_Psycho       , weapon 'CarPart_Gun_Cannon_rare', damage: 15.37 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:33:20.219| Damage. Victim: Steven              , attacker: Baddas_Psycho       , weapon 'CarPart_Gun_Cannon_rare', damage: 17.38 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:33:20.219| Damage. Victim: Steven              , attacker: soulportal          , weapon 'CarPart_TurretDeployer_Preepic', damage: 11.20 DMG_DIRECT|HUD_IMPORTANT
02:33:20.335| Damage. Victim: Steven              , attacker: Baddas_Psycho       , weapon 'CarPart_Gun_CloseCombatCannon', damage: 32.76 DMG_DIRECT|HUD_IMPORTANT
02:33:20.335| Damage. Victim: Steven              , attacker: Baddas_Psycho       , weapon 'CarPart_Gun_CloseCombatCannon', damage: 31.20 DMG_DIRECT
02:33:20.337| Damage. Victim: Steven              , attacker: soulportal          , weapon 'CarPart_TurretDeployer_Preepic', damage: 11.20 DMG_DIRECT
02:33:20.492| Score:		player: 18,		nick:         Christopher,		Got:   2,		reason: PART_DETACH
02:33:20.493| Damage. Victim: Steven              , attacker: soulportal          , weapon 'CarPart_TurretDeployer_Preepic', damage: 4.40 DMG_DIRECT
02:33:20.493| Damage. Victim: Steven              , attacker: Baddas_Psycho       , weapon 'CarPart_Gun_CloseCombatCannon', damage: 63.96 DMG_DIRECT
02:33:20.493| Damage. Victim: Steven              , attacker: soulportal          , weapon 'CarPart_TurretDeployer_Preepic', damage: 6.80 DMG_DIRECT|HUD_IMPORTANT
02:33:20.575| Stripe 'PvpDestroyDetailsEpic' value increased by 1 for player 0 [__Hopeless__].
02:33:20.575| Score:		player:  7,		nick:      Prepodovatel_X,		Got:  12,		reason: PART_DETACH
02:33:20.575| Score:		player:  0,		nick:        __Hopeless__,		Got:  20,		reason: PART_DETACH
02:33:20.576| Score:		player:  7,		nick:      Prepodovatel_X,		Got:   1,		reason: PART_DETACH
02:33:20.576| Score:		player:  0,		nick:        __Hopeless__,		Got:   1,		reason: PART_DETACH
02:33:20.582| Damage. Victim: OGDiesel            , attacker: __Hopeless__        , weapon 'CarPart_Gun_Plasma_Cutter', damage: 58.80 DMG_ENERGY|HUD_IMPORTANT
02:33:20.582| Damage. Victim: OGDiesel            , attacker: __Hopeless__        , weapon 'CarPart_Gun_Plasma_Cutter', damage: 142.20 DMG_ENERGY
02:33:20.666| Damage. Victim: Steven              , attacker: soulportal          , weapon 'CarPart_TurretDeployer_Preepic', damage: 11.20 DMG_DIRECT|HUD_IMPORTANT
02:33:20.748| Stripe 'PvpDestroyDetailsCommon' value increased by 1 for player 6 [Baddas_Psycho].
02:33:20.748| Score:		player:  6,		nick:       Baddas_Psycho,		Got:   2,		reason: PART_DETACH
02:33:20.748| Stripe 'PvpDestroyDetailsEpic' value increased by 1 for player 6 [Baddas_Psycho].
02:33:20.748| Score:		player: 17,		nick:               David,		Got:   2,		reason: PART_DETACH
02:33:20.748| Score:		player:  6,		nick:       Baddas_Psycho,		Got:  19,		reason: PART_DETACH
02:33:20.748| Score:		player:  2,		nick:            OGDiesel,		Got:   4,		reason: PART_DETACH
02:33:20.749| Damage. Victim: Steven              , attacker: Baddas_Psycho       , weapon 'CarPart_Gun_CloseCombatCannon', damage: 35.29 DMG_DIRECT
02:33:20.750| Damage. Victim: Steven              , attacker: soulportal          , weapon 'CarPart_TurretDeployer_Preepic', damage: 11.20 DMG_DIRECT|HUD_IMPORTANT
02:33:20.751| Damage. Victim: Baddas_Psycho       , attacker: Baddas_Psycho       , weapon 'CarPart_Gun_Cannon_rare', damage: 2.11 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:33:20.751| Damage. Victim: Steven              , attacker: Baddas_Psycho       , weapon 'CarPart_Gun_Cannon_rare', damage: 8.35 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:33:20.751| Damage. Victim: Steven              , attacker: Baddas_Psycho       , weapon 'CarPart_Gun_Cannon_rare', damage: 14.30 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:33:20.792| Damage. Victim: Steven              , attacker: soulportal          , weapon 'CarPart_TurretDeployer_Preepic', damage: 11.20 DMG_DIRECT|HUD_IMPORTANT
02:33:20.914| Damage. Victim: Steven              , attacker: soulportal          , weapon 'CarPart_TurretDeployer_Preepic', damage: 11.20 DMG_DIRECT|HUD_IMPORTANT
02:33:20.943| Damage. Victim: Steven              , attacker: soulportal          , weapon 'CarPart_TurretDeployer_Preepic', damage: 11.20 DMG_DIRECT
02:33:20.982| Damage. Victim: Steven              , attacker: Baddas_Psycho       , weapon 'CarPart_Gun_CloseCombatCannon', damage: 63.96 DMG_DIRECT|HUD_IMPORTANT
02:33:21.023| Damage. Victim: Steven              , attacker: soulportal          , weapon 'CarPart_TurretDeployer_Preepic', damage: 11.20 DMG_DIRECT|HUD_IMPORTANT
02:33:21.023| Stripe 'PvpStealthBreak' value increased by 1 for player 7 [Prepodovatel_X].
02:33:21.074| Damage. Victim: Prepodovatel_X      , attacker: soulportal          , weapon 'CarPart_WheelDouble_R_epic', damage: 16.10 DMG_DIRECT|CONTACT
02:33:21.074| Damage. Victim: Steven              , attacker: Baddas_Psycho       , weapon 'CarPart_Gun_Cannon_rare', damage: 14.30 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:33:21.074| Damage. Victim: Steven              , attacker: Baddas_Psycho       , weapon 'CarPart_Gun_Cannon_rare', damage: 11.22 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:33:21.074| Damage. Victim: soulportal          , attacker: Prepodovatel_X      , weapon 'CarPart_ChassisBase1x4', damage: 4.35 DMG_COLLISION|CONTACT
02:33:21.128| Damage. Victim: Steven              , attacker: soulportal          , weapon 'CarPart_TurretDeployer_Preepic', damage: 11.20 DMG_DIRECT|HUD_IMPORTANT
02:33:21.231| Score:		player:  6,		nick:       Baddas_Psycho,		Got:   1,		reason: PART_DETACH
02:33:21.231| Score:		player:  3,		nick:          soulportal,		Got:   1,		reason: PART_DETACH
02:33:21.237| Damage. Victim: Prepodovatel_X      , attacker: soulportal          , weapon 'CarPart_TurretDeployer_Preepic', damage: 11.20 DMG_DIRECT
02:33:21.237| Damage. Victim: Steven              , attacker: Baddas_Psycho       , weapon 'CarPart_Gun_CloseCombatCannon', damage: 31.20 DMG_DIRECT|HUD_IMPORTANT
02:33:21.237| Damage. Victim: Steven              , attacker: soulportal          , weapon 'CarPart_TurretDeployer_Preepic', damage: 11.20 DMG_DIRECT|HUD_IMPORTANT
02:33:21.241| Damage. Victim: Steven              , attacker: soulportal          , weapon 'CarPart_TurretDeployer_Preepic', damage: 11.20 DMG_DIRECT|HUD_IMPORTANT
02:33:21.418| Score:		player:  6,		nick:       Baddas_Psycho,		Got:   1,		reason: PART_DETACH
02:33:21.418| Score:		player:  3,		nick:          soulportal,		Got:   1,		reason: PART_DETACH
02:33:21.418| Score:		player:  6,		nick:       Baddas_Psycho,		Got:   1,		reason: PART_DETACH
02:33:21.418| Score:		player:  3,		nick:          soulportal,		Got:   1,		reason: PART_DETACH
02:33:21.449| Damage. Victim: Prepodovatel_X      , attacker: soulportal          , weapon 'CarPart_TurretDeployer_Preepic', damage: 11.20 DMG_DIRECT
02:33:21.449| Damage. Victim: Steven              , attacker: soulportal          , weapon 'CarPart_TurretDeployer_Preepic', damage: 11.20 DMG_DIRECT|HUD_IMPORTANT
02:33:21.450| Stripe 'PvpDestroyDetailsRare' value increased by 1 for player 6 [Baddas_Psycho].
02:33:21.450| Score:		player: 18,		nick:         Christopher,		Got:   3,		reason: PART_DETACH
02:33:21.450| Score:		player:  6,		nick:       Baddas_Psycho,		Got:  22,		reason: PART_DETACH
02:33:21.486| Damage. Victim: Steven              , attacker: Baddas_Psycho       , weapon 'CarPart_Gun_Cannon_rare', damage: 12.02 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:33:21.486| Damage. Victim: Baddas_Psycho       , attacker: Baddas_Psycho       , weapon 'CarPart_Gun_Cannon_rare', damage: 6.34 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:33:21.486| Damage. Victim: Steven              , attacker: Baddas_Psycho       , weapon 'CarPart_Gun_Cannon_rare', damage: 4.43 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:33:21.487| Damage. Victim: Steven              , attacker: Baddas_Psycho       , weapon 'CarPart_Gun_CloseCombatCannon', damage: 31.20 DMG_DIRECT|HUD_IMPORTANT
02:33:21.555| Damage. Victim: Prepodovatel_X      , attacker: soulportal          , weapon 'CarPart_TurretDeployer_Preepic', damage: 11.20 DMG_DIRECT
02:33:21.663| Damage. Victim: Prepodovatel_X      , attacker: soulportal          , weapon 'CarPart_TurretDeployer_Preepic', damage: 11.20 DMG_DIRECT
02:33:21.676| Damage. Victim: Prepodovatel_X      , attacker: soulportal          , weapon 'CarPart_TurretDeployer_Preepic', damage: 11.20 DMG_DIRECT
02:33:21.676| Damage. Victim: Baddas_Psycho       , attacker: Baddas_Psycho       , weapon 'CarPart_Gun_Cannon_rare', damage: 9.44 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:33:21.676| Damage. Victim: Steven              , attacker: Baddas_Psycho       , weapon 'CarPart_Gun_Cannon_rare', damage: 14.30 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:33:21.676| Damage. Victim: Steven              , attacker: Baddas_Psycho       , weapon 'CarPart_Gun_CloseCombatCannon', damage: 31.20 DMG_DIRECT|HUD_IMPORTANT
02:33:21.751| Damage. Victim: Steven              , attacker: Baddas_Psycho       , weapon 'CarPart_Gun_CloseCombatCannon', damage: 32.76 DMG_DIRECT|HUD_IMPORTANT
02:33:21.751| Damage. Victim: Prepodovatel_X      , attacker: soulportal          , weapon 'CarPart_TurretDeployer_Preepic', damage: 11.20 DMG_DIRECT
02:33:21.806| Damage. Victim: Prepodovatel_X      , attacker: soulportal          , weapon 'CarPart_TurretDeployer_Preepic', damage: 11.20 DMG_DIRECT
02:33:21.894| Damage. Victim: Prepodovatel_X      , attacker: soulportal          , weapon 'CarPart_TurretDeployer_Preepic', damage: 11.20 DMG_DIRECT
02:33:21.928| Damage. Victim: Steven              , attacker: Baddas_Psycho       , weapon 'CarPart_Gun_CloseCombatCannon', damage: 31.20 DMG_DIRECT|HUD_IMPORTANT
02:33:21.998| Damage. Victim: Prepodovatel_X      , attacker: soulportal          , weapon 'CarPart_TurretDeployer_Preepic', damage: 11.20 DMG_DIRECT
02:33:21.998| Damage. Victim: Steven              , attacker: Baddas_Psycho       , weapon 'CarPart_Gun_Cannon_rare', damage: 4.95 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:33:21.998| Damage. Victim: Steven              , attacker: Baddas_Psycho       , weapon 'CarPart_Gun_Cannon_rare', damage: 59.88 DMG_DIRECT|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:33:22.030| Score:		player:  7,		nick:      Prepodovatel_X,		Got:   2,		reason: PART_DETACH
02:33:22.030| Score:		player: 20,		nick:              George,		Got:   1,		reason: PART_DETACH
02:33:22.030| Score:		player:  7,		nick:      Prepodovatel_X,		Got:   1,		reason: PART_DETACH
02:33:22.100| Damage. Victim: soulportal          , attacker: Prepodovatel_X      , weapon 'CarPart_Gun_GrenadeLauncher_Burst', damage: 165.23 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:33:22.100| Damage. Victim: Prepodovatel_X      , attacker: soulportal          , weapon 'CarPart_TurretDeployer_Preepic', damage: 11.20 DMG_DIRECT
02:33:22.100| Damage. Victim: Prepodovatel_X      , attacker: Prepodovatel_X      , weapon 'CarPart_Gun_GrenadeLauncher_Burst', damage: 24.14 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:33:22.157| Damage. Victim: Steven              , attacker: Baddas_Psycho       , weapon 'CarPart_Gun_CloseCombatCannon', damage: 30.42 DMG_DIRECT|HUD_IMPORTANT
02:33:22.157| Kill. Victim: Steven               killer: Baddas_Psycho       
02:33:22.157| 	 assist by Anthony              weapon: 'CarPart_Structure_Scientists_Bumper2', 57.75 sec ago, damage: 101.65 DMG_COLLISION|CONTACT
02:33:22.157| 	 assist by Anthony              weapon: 'CarPart_Gun_CannonMinigun_legend', 48.96 sec ago, damage: 13.13 DMG_DIRECT
02:33:22.157| 	 assist by David                weapon: 'CarPart_Gun_WheelRocket', 38.44 sec ago, damage: 152.14 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:33:22.157| 	 assist by OGDiesel             weapon: 'CarPart_Gun_SMG', 2.52 sec ago, damage: 527.95 DMG_DIRECT|HUD_IMPORTANT
02:33:22.157| 	 assist by soulportal           weapon: 'CarPart_TurretDeployer_Preepic', 0.82 sec ago, damage: 477.53 DMG_DIRECT|HUD_IMPORTANT
02:33:22.157| 	 assist by Christopher          weapon: 'CarPart_Quadrocopter_rare', 7.41 sec ago, damage: 625.56 DMG_DIRECT|HUD_IMPORTANT
02:33:22.157| 	 assist by Matthew              weapon: 'CarPart_Gun_Syfy_FusionRifle', 12.13 sec ago, damage: 643.28 DMG_ENERGY|HUD_IMPORTANT
02:33:22.157| 	 assist by David                weapon: 'Cabin_Kamikaze_DronSpawn', 20.89 sec ago, damage: 948.50 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT|CONTACT
02:33:22.157| 	 assist by Baddas_Psycho        weapon: 'CarPart_Gun_Cannon_rare', 0.20 sec ago, damage: 527.25 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:33:22.157| 	 assist by Baddas_Psycho        weapon: 'CarPart_Gun_CloseCombatCannon', 0.00 sec ago, damage: 1612.02 DMG_DIRECT|HUD_IMPORTANT
02:33:22.157| 	 assist by Baddas_Psycho        weapon: 'CarPart_JunkBumper', 2.38 sec ago, damage: 68.03 DMG_COLLISION|CONTACT
02:33:22.157| Score:		player: 21,		nick:             Anthony,		Got:   3,		reason: PART_DETACH
02:33:22.157| Score:		player:  2,		nick:            OGDiesel,		Got:   1,		reason: PART_DETACH
02:33:22.157| Score:		player: 17,		nick:               David,		Got:   4,		reason: PART_DETACH
02:33:22.157| Score:		player:  6,		nick:       Baddas_Psycho,		Got:   1,		reason: PART_DETACH
02:33:22.157| Score:		player:  3,		nick:          soulportal,		Got:   2,		reason: PART_DETACH
02:33:22.157| Score:		player: 17,		nick:               David,		Got:   3,		reason: PART_DETACH
02:33:22.158| Score:		player:  3,		nick:          soulportal,		Got:   6,		reason: PART_DETACH
02:33:22.158| Score:		player: 17,		nick:               David,		Got:   1,		reason: PART_DETACH
02:33:22.158| Score:		player:  6,		nick:       Baddas_Psycho,		Got:   3,		reason: PART_DETACH
02:33:22.158| Score:		player:  2,		nick:            OGDiesel,		Got:   3,		reason: PART_DETACH
02:33:22.158| Score:		player: 18,		nick:         Christopher,		Got:   4,		reason: PART_DETACH
02:33:22.158| Score:		player:  6,		nick:       Baddas_Psycho,		Got:   3,		reason: PART_DETACH
02:33:22.158| Score:		player:  6,		nick:       Baddas_Psycho,		Got:   1,		reason: PART_DETACH
02:33:22.158| Score:		player:  6,		nick:       Baddas_Psycho,		Got:  17,		reason: PART_DETACH
02:33:22.158| Score:		player: 17,		nick:               David,		Got:  18,		reason: PART_DETACH
02:33:22.158| Score:		player: 18,		nick:         Christopher,		Got:  21,		reason: PART_DETACH
02:33:22.158| Score:		player:  6,		nick:       Baddas_Psycho,		Got:  84,		reason: PART_DETACH
02:33:22.158| Score:		player:  3,		nick:          soulportal,		Got:  52,		reason: PART_DETACH
02:33:22.158| Score:		player:  2,		nick:            OGDiesel,		Got:   1,		reason: PART_DETACH
02:33:22.158| Score:		player: 17,		nick:               David,		Got:  16,		reason: KILL
02:33:22.158| Score:		player: 18,		nick:         Christopher,		Got:  20,		reason: KILL
02:33:22.158| Score:		player:  6,		nick:       Baddas_Psycho,		Got:  71,		reason: KILL
02:33:22.158| Score:		player:  3,		nick:          soulportal,		Got:  35,		reason: KILL
02:33:22.158| Score:		player:  2,		nick:            OGDiesel,		Got:   1,		reason: KILL
02:33:22.158| Stripe 'PvpAssist' value increased by 1 for player 21 [Anthony].
02:33:22.158| Stripe 'PvpMeleeCommonKill' value increased by 1 for player 21 [Anthony].
02:33:22.158| Stripe 'PvpMachinegunLegendaryKill' value increased by 1 for player 21 [Anthony].
02:33:22.158| Stripe 'PvpAssist' value increased by 1 for player 17 [David].
02:33:22.158| Stripe 'PvpMinelayersLegendaryKill' value increased by 1 for player 17 [David].
02:33:22.158| Stripe 'PvpAssist' value increased by 1 for player 2 [OGDiesel].
02:33:22.158| Stripe 'PvpMachinegunVeryRareKill' value increased by 1 for player 2 [OGDiesel].
02:33:22.158| Stripe 'PvpAssist' value increased by 1 for player 3 [soulportal].
02:33:22.158| Stripe 'PvpTurretVeryRareKill' value increased by 1 for player 3 [soulportal].
02:33:22.158| Stripe 'PvpAssist' value increased by 1 for player 18 [Christopher].
02:33:22.158| Stripe 'PvpQuadrocopterRareKill' value increased by 1 for player 18 [Christopher].
02:33:22.158| Stripe 'PvpAssist' value increased by 1 for player 23 [Matthew].
02:33:22.158| Stripe 'PvpEnergyRareKill' value increased by 1 for player 23 [Matthew].
02:33:22.158| Stripe 'PvpCompanionEpicKill' value increased by 1 for player 17 [David].
02:33:22.158| Stripe 'PvpAutocannonRareKill' value increased by 1 for player 6 [Baddas_Psycho].
02:33:22.158| Stripe 'PvpAutocannonEpicKill' value increased by 1 for player 6 [Baddas_Psycho].
02:33:22.158| Stripe 'PvpMeleeCommonKill' value increased by 1 for player 6 [Baddas_Psycho].
02:33:22.160| Damage. Victim: soulportal          , attacker: Prepodovatel_X      , weapon 'CarPart_Gun_GrenadeLauncher_Burst', damage: 143.62 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:33:22.160| Damage. Victim: Prepodovatel_X      , attacker: Prepodovatel_X      , weapon 'CarPart_Gun_GrenadeLauncher_Burst', damage: 14.95 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:33:22.191| Damage. Victim: Prepodovatel_X      , attacker: soulportal          , weapon 'CarPart_TurretDeployer_Preepic', damage: 11.20 DMG_DIRECT
02:33:22.286| Score:		player:  7,		nick:      Prepodovatel_X,		Got:   2,		reason: PART_DETACH
02:33:22.286| Score:		player:  7,		nick:      Prepodovatel_X,		Got:   2,		reason: PART_DETACH
02:33:22.286| Score:		player:  7,		nick:      Prepodovatel_X,		Got:   2,		reason: PART_DETACH
02:33:22.320| Damage. Victim: soulportal          , attacker: Prepodovatel_X      , weapon 'CarPart_Gun_GrenadeLauncher_Burst', damage: 283.70 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:33:22.320| Damage. Victim: soulportal          , attacker: Prepodovatel_X      , weapon 'CarPart_Gun_GrenadeLauncher_Burst', damage: 46.50 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:33:22.368| Damage. Victim: Prepodovatel_X      , attacker: soulportal          , weapon 'CarPart_TurretDeployer_Preepic', damage: 11.20 DMG_DIRECT
02:33:22.431| Score:		player:  7,		nick:      Prepodovatel_X,		Got:   5,		reason: PART_DETACH
02:33:22.431| Score:		player:  7,		nick:      Prepodovatel_X,		Got:  10,		reason: PART_DETACH
02:33:22.434| Damage. Victim: soulportal          , attacker: Prepodovatel_X      , weapon 'CarPart_Gun_GrenadeLauncher_Burst', damage: 90.48 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:33:22.434| Damage. Victim: soulportal          , attacker: Prepodovatel_X      , weapon 'CarPart_Gun_GrenadeLauncher_Burst', damage: 72.50 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:33:22.619| Damage. Victim: soulportal          , attacker: Prepodovatel_X      , weapon 'CarPart_Gun_GrenadeLauncher_Burst', damage: 72.50 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
